,Unnamed: 0.1,Unnamed: 0,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
173,173,173,174,0,3,"Sivola, Mr. Antti Wilhelm",0,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,STON/O 2. 3101280,-0.4888542575852486,,S
174,174,174,175,0,1,"Smith, Mr. James Clinch",0,2.0471582118490255,-0.47454519624983954,-0.4736736092984604,17764,-0.030371322596999754,A7,C
175,175,175,176,0,3,"Klasen, Mr. Klas Albin",0,-0.8731358343600393,0.4327933656785018,0.7676298785983874,350404,-0.4902797934380587,,S
176,176,176,177,0,3,"Lefebre, Master. Henry Forbes",0,-0.10463740114712752,2.2474704895351842,0.7676298785983874,4133,-0.13565761536436197,,S
177,177,177,178,0,1,"Isham, Miss. Ann Elizabeth",1,1.5860591519212783,-0.47454519624983954,-0.4736736092984604,PC 17595,-0.07030444769415023,C49,C
178,178,178,179,0,2,"Hale, Mr. Reginald",0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,250653,-0.3866707201133388,,S
179,179,179,180,0,3,"Leonard, Mr. Lionel",0,0.5101613454232019,-0.47454519624983954,-0.4736736092984604,LINE,-0.6484216535389205,,S
180,180,180,181,0,3,"Sage, Miss. Constance Gladys",1,-0.10463740114712752,6.784163299176891,2.0089333664952354,CA. 2343,0.7519458402879414,,S
181,181,181,182,0,2,"Pernot, Mr. Rene",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,SC/PARIS 2131,-0.34539461138084326,,C
182,182,182,183,0,3,"Asplund, Master. Clarence Gustaf Hugo",0,-1.56478442425166,3.1548090514635256,2.0089333664952354,347077,-0.016444159470040135,,S
183,183,183,184,1,2,"Becker, Master. Richard F",0,-2.1795831708219895,1.340131927606843,0.7676298785983874,230136,0.13683114673782454,F4,S
184,184,184,185,1,3,"Kink-Heilmann, Miss. Luise Gretchen",1,-1.949033640858116,-0.47454519624983954,2.0089333664952354,315153,-0.20495516825442542,,S
185,185,185,186,0,1,"Rood, Mr. Hugh Roscoe",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,113767,0.3583127057902398,A32,S
186,186,186,187,1,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,370365,-0.3363340021468808,,Q
187,187,187,188,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",0,1.2018099353148226,-0.47454519624983954,-0.4736736092984604,111428,-0.11384570873513637,,S
188,188,188,189,0,3,"Bourke, Mr. John",0,0.8175607187083667,0.4327933656785018,0.7676298785983874,364849,-0.3363340021468808,,Q
189,189,189,190,0,3,"Turcin, Mr. Stjepan",0,0.5101613454232019,-0.47454519624983954,-0.4736736092984604,349247,-0.4894421904510968,,S
190,190,190,191,1,2,"Pinsky, Mrs. (Rosa)",1,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,234604,-0.3866707201133388,,S
191,191,191,192,0,2,"Carbines, Mr. William",0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,28424,-0.3866707201133388,,S
192,192,192,193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",1,-0.7962859910387481,0.4327933656785018,-0.4736736092984604,350046,-0.4902797934380587,,S
193,193,193,194,1,2,"Navratil, Master. Michel M",0,-2.025883484179407,0.4327933656785018,0.7676298785983874,230080,-0.12491978668775715,F2,S
194,194,194,195,1,1,"Brown, Mrs. James Joseph (Margaret Tobin)",1,1.1249600919935314,-0.47454519624983954,-0.4736736092984604,PC 17610,-0.09027201697708476,B4,C
195,195,195,196,1,1,"Lurette, Miss. Elise",1,2.200857898491608,-0.47454519624983954,-0.4736736092984604,PC 17569,2.301728820789,B80,C
196,196,196,197,0,3,"Mernagh, Mr. Robert",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,368703,-0.49237782784290063,,Q
197,197,197,198,0,3,"Olsen, Mr. Karl Siegwart Andreas",0,0.9712604053509489,-0.47454519624983954,0.7676298785983874,4579,-0.47920571548543794,,S
198,198,198,199,1,3,"Madigan, Miss. Margaret ""Maggie""",1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,370370,-0.49237782784290063,,Q
199,199,199,200,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",1,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,248747,-0.3866707201133388,,S
200,200,200,201,0,3,"Vande Walle, Mr. Nestor Cyriel",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,345770,-0.45714212526638004,,S
201,201,201,202,0,3,"Sage, Mr. Frederick",0,-0.10463740114712752,6.784163299176891,2.0089333664952354,CA. 2343,0.7519458402879414,,S
202,202,202,203,0,3,"Johanson, Mr. Jakob Alfred",0,0.35646165878061953,-0.47454519624983954,-0.4736736092984604,3101264,-0.5176307525123133,,S
203,203,203,204,0,3,"Youseff, Mr. Gerious",0,1.2402348569754682,-0.47454519624983954,-0.4736736092984604,2628,-0.5029485386158568,,C
204,204,204,205,1,3,"Cohen, Mr. Gurshon ""Gus""",0,-0.8731358343600393,-0.47454519624983954,-0.4736736092984604,A/5 3540,-0.4863374216869257,,S
205,205,205,206,0,3,"Strom, Miss. Telma Matilda",1,-2.1027333275006983,-0.47454519624983954,0.7676298785983874,347054,-0.43776248884929375,G6,S
206,206,206,207,0,3,"Backstrom, Mr. Karl Alfred",0,0.20276197213803718,0.4327933656785018,-0.4736736092984604,3101278,-0.32928686163157667,,S
207,207,207,208,1,3,"Albimona, Mr. Nassef Cassem",0,-0.2583370877897099,-0.47454519624983954,-0.4736736092984604,2699,-0.2701412180209885,,C
208,208,208,209,1,3,"Carr, Miss. Helen ""Ellen""",1,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,367231,-0.49237782784290063,,Q
209,209,209,210,1,1,"Blank, Mr. Henry",0,0.8175607187083667,-0.47454519624983954,-0.4736736092984604,112277,-0.024246350754841113,A31,C
210,210,210,211,0,3,"Ali, Mr. Ahmed",0,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,SOTON/O.Q. 3101311,-0.5064721088735089,,S
211,211,211,212,1,2,"Cameron, Miss. Clear Annie",1,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,F.C.C. 13528,-0.22559322262067316,,S
212,212,212,213,0,3,"Perkin, Mr. John Henry",0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,A/5 21174,-0.5024451714361923,,S
213,213,213,214,0,2,"Givard, Mr. Hans Kristensen",0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,250646,-0.3866707201133388,,S
214,214,214,215,0,3,"Kiernan, Mr. Philip",0,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,367229,-0.49237782784290063,,Q
215,215,215,216,1,1,"Newell, Miss. Madeleine",1,0.12591212881674602,0.4327933656785018,-0.4736736092984604,35273,1.6323350375212924,D36,C
216,216,216,217,1,3,"Honkanen, Miss. Eliina",1,-0.1814872444684187,-0.47454519624983954,-0.4736736092984604,STON/O2. 3101283,-0.4888542575852486,,S
217,217,217,218,0,2,"Jacobsohn, Mr. Sidney Samuel",0,0.9712604053509489,0.4327933656785018,-0.4736736092984604,243847,-0.10478509950117394,,S
218,218,218,219,1,1,"Bazzani, Miss. Albina",1,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,11813,0.8876878608937296,D15,C
219,219,219,220,0,2,"Harris, Mr. Walter",0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,W/C 14208,-0.43700743807979686,,S
220,220,220,221,1,3,"Sunderland, Mr. Victor Francis",0,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,SOTON/OQ 392089,-0.4863374216869257,,S
221,221,221,222,0,2,"Bracken, Mr. James H",0,-0.1814872444684187,-0.47454519624983954,-0.4736736092984604,220367,-0.3866707201133388,,S
222,222,222,223,0,3,"Green, Mr. George Henry",0,1.6629089952425695,-0.47454519624983954,-0.4736736092984604,21440,-0.4863374216869257,,S
223,223,223,224,0,3,"Nenkoff, Mr. Christo",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,349234,-0.4894421904510968,,S
224,224,224,225,1,1,"Hoyt, Mr. Frederick Maxfield",0,0.6638610320657843,0.4327933656785018,-0.4736736092984604,19943,1.163700193253568,C93,S
225,225,225,226,0,3,"Berglund, Mr. Karl Ivar Sven",0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,PP 4348,-0.4601623283443675,,S
226,226,226,227,1,2,"Mellors, Mr. William John",0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,SW/PP 751,-0.43700743807979686,,S
227,227,227,228,0,3,"Lovell, Mr. John Hall (""Henry"")",0,-0.6810112260568114,-0.47454519624983954,-0.4736736092984604,A/5 21173,-0.5024451714361923,,S
228,228,228,229,0,2,"Fahlstrom, Mr. Arne Jonas",0,-0.8731358343600393,-0.47454519624983954,-0.4736736092984604,236171,-0.3866707201133388,,S
229,229,229,230,0,3,"Lefebre, Miss. Mathilde",1,-0.10463740114712752,2.2474704895351842,0.7676298785983874,4133,-0.13565761536436197,,S
230,230,230,231,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",1,0.4333115021019107,0.4327933656785018,-0.4736736092984604,36973,1.0323213593611125,C83,S
231,231,231,232,0,3,"Larsson, Mr. Bengt Edvin",0,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,347067,-0.4918744606632361,,S
232,232,232,233,0,2,"Sjostedt, Mr. Ernst Adolf",0,2.277707741812899,-0.47454519624983954,-0.4736736092984604,237442,-0.3766033765200472,,S
233,233,233,234,1,3,"Asplund, Miss. Lillian Gertrud",1,-1.8721837975368247,3.1548090514635256,2.0089333664952354,347077,-0.016444159470040135,,S
234,234,234,235,0,2,"Leyson, Mr. Robert William Norman",0,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,C.A. 29566,-0.43700743807979686,,S
235,235,235,236,0,3,"Harknett, Miss. Alice Phoebe",1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,W./C. 6609,-0.49640476528021726,,S
236,236,236,237,0,2,"Hold, Mr. Stephen",0,1.1249600919935314,0.4327933656785018,-0.4736736092984604,26707,-0.12491978668775715,,S
237,237,237,238,1,2,"Collyer, Miss. Marjorie ""Lottie""",1,-1.6416342675729512,-0.47454519624983954,2.0089333664952354,C.A. 31921,-0.11988611489111134,,S
238,238,238,239,0,2,"Pengelly, Mr. Frederick William",0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,28665,-0.43700743807979686,,S
239,239,239,240,0,2,"Hunt, Mr. George Henry",0,0.27961181545932834,-0.47454519624983954,-0.4736736092984604,SCO/W 1585,-0.4012683683236117,,S
240,240,240,241,0,3,"Zabour, Miss. Thamine",1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,2665,-0.3573908580066095,,C
241,241,241,242,1,3,"Murphy, Miss. Katherine ""Kate""",1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,367230,-0.3363340021468808,,Q
242,242,242,243,0,2,"Coleridge, Mr. Reginald Charles",0,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,W./C. 14263,-0.43700743807979686,,S
243,243,243,244,0,3,"Maenpaa, Mr. Matti Alexanteri",0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,STON/O 2. 3101275,-0.5049620073345151,,S
244,244,244,245,0,3,"Attalah, Mr. Sleiman",0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,2694,-0.5029485386158568,,C
245,245,245,246,0,1,"Minahan, Dr. William Edward",0,1.1249600919935314,1.340131927606843,-0.4736736092984604,19928,1.163700193253568,C78,Q
246,246,246,247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",1,-0.33518693111100106,-0.47454519624983954,-0.4736736092984604,347071,-0.4918744606632361,,S
247,247,247,248,1,2,"Hamalainen, Mrs. William (Anna)",1,-0.41203677443229225,-0.47454519624983954,2.0089333664952354,250649,-0.35646868933346404,,S
248,248,248,249,1,1,"Beckwith, Mr. Richard Leonard",0,0.5870111887444931,0.4327933656785018,0.7676298785983874,11751,0.40974072380221066,D35,S
249,249,249,250,0,2,"Carter, Rev. Ernest Courtenay",0,1.893458525206443,0.4327933656785018,-0.4736736092984604,244252,-0.12491978668775715,,S
250,250,250,251,0,3,"Reed, Mr. James George",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,362316,-0.5024451714361923,,S
251,251,251,252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",1,-0.027787557825836348,0.4327933656785018,0.7676298785983874,347054,-0.43776248884929375,G6,S
252,252,252,253,0,1,"Stead, Mr. William Thomas",0,2.5082572717767726,-0.47454519624983954,-0.4736736092984604,113514,-0.11384570873513637,C87,S
253,253,253,254,0,3,"Lobb, Mr. William Arthur",0,0.04906228549545483,0.4327933656785018,-0.4736736092984604,A/5. 3336,-0.32425318983493084,,S
254,254,254,255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",1,0.8944105620296577,-0.47454519624983954,2.0089333664952354,370129,-0.2414492887801075,,S
255,255,255,256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",1,-0.027787557825836348,-0.47454519624983954,2.0089333664952354,2650,-0.3414522396297103,,C
256,256,256,257,1,1,"Thorne, Mrs. Gertrude Maybelle",1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,PC 17585,0.9462455716384695,,C
257,257,257,258,1,1,"Cherry, Miss. Gladys",1,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,110152,1.093228788100527,B77,S
258,258,258,259,1,1,"Ward, Miss. Anna",1,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,PC 17755,9.667166525013505,,C
259,259,259,260,1,2,"Parrish, Mrs. (Lutie Davis)",1,1.5860591519212783,-0.47454519624983954,0.7676298785983874,230433,-0.12491978668775715,,S
260,260,260,261,0,3,"Smith, Mr. Thomas",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,384461,-0.49237782784290063,,Q
261,261,261,262,1,3,"Asplund, Master. Edvin Rojj Felix",0,-2.025883484179407,3.1548090514635256,2.0089333664952354,347077,-0.016444159470040135,,S
262,262,262,263,0,1,"Taussig, Mr. Emil",0,1.7397588385638607,0.4327933656785018,0.7676298785983874,110413,0.955306180872432,E67,S
263,263,263,264,0,1,"Harrison, Mr. William",0,0.8175607187083667,-0.47454519624983954,-0.4736736092984604,112059,-0.6484216535389205,B94,S
264,264,264,265,0,3,"Henry, Miss. Delia",1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,382649,-0.49237782784290063,,Q
265,265,265,266,0,2,"Reeves, Mr. David",0,0.5101613454232019,-0.47454519624983954,-0.4736736092984604,C.A. 17248,-0.43700743807979686,,S
266,266,266,267,0,3,"Panula, Mr. Ernesti Arvid",0,-1.0268355210026217,3.1548090514635256,0.7676298785983874,3101295,0.1506737441786005,,S
267,267,267,268,1,3,"Persson, Mr. Ernst Ulrik",0,-0.33518693111100106,0.4327933656785018,-0.4736736092984604,347083,-0.4918744606632361,,S
268,268,268,269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",1,2.200857898491608,-0.47454519624983954,0.7676298785983874,PC 17582,2.441497778832105,C125,S
269,269,269,270,1,1,"Bissette, Miss. Amelia",1,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,PC 17760,2.0825124140450755,C99,S
270,270,270,271,0,1,"Cairns, Mr. Alexander",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,113798,-0.024246350754841113,,S
271,271,271,272,1,3,"Tornquist, Mr. William Henry",0,-0.33518693111100106,-0.47454519624983954,-0.4736736092984604,LINE,-0.6484216535389205,,S
272,272,272,273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",1,0.8944105620296577,-0.47454519624983954,0.7676298785983874,250644,-0.255795253400548,,S
273,273,273,274,0,1,"Natsch, Mr. Charles H",0,0.5870111887444931,-0.47454519624983954,0.7676298785983874,PC 17596,-0.05042144409739929,C118,C
274,274,274,275,1,3,"Healy, Miss. Hanora ""Nora""",1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,370375,-0.49237782784290063,,Q
275,275,275,276,1,1,"Andrews, Miss. Kornelia Theodosia",1,2.585107115098064,0.4327933656785018,-0.4736736092984604,13502,0.921244330558889,D7,S
276,276,276,277,0,3,"Lindblom, Miss. Augusta Charlotta",1,1.2018099353148226,-0.47454519624983954,-0.4736736092984604,347073,-0.49237782784290063,,S
277,277,277,278,0,2,"Parkes, Mr. Francis ""Frank""",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,239853,-0.6484216535389205,,S
278,278,278,279,0,3,"Rice, Master. Eric",0,-1.7184841108942424,3.1548090514635256,0.7676298785983874,382652,-0.06199888922968463,,Q
279,279,279,280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",1,0.4333115021019107,0.4327933656785018,0.7676298785983874,C.A. 2673,-0.24069423801061057,,S
280,280,280,281,0,3,"Duane, Mr. Frank",0,2.738806801740646,-0.47454519624983954,-0.4736736092984604,336439,-0.49237782784290063,,Q
281,281,281,282,0,3,"Olsson, Mr. Nils Johan Goransson",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,347464,-0.4902797934380587,,S
282,282,282,283,0,3,"de Pelsmaeker, Mr. Alfons",0,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,345778,-0.45714212526638004,,S
283,283,283,284,1,3,"Dorking, Mr. Edward Arthur",0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,A/5. 10482,-0.4863374216869257,,S
284,284,284,285,0,1,"Smith, Mr. Richard William",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,113056,-0.12491978668775715,A19,S
285,285,285,286,0,3,"Stankovic, Mr. Ivan",0,0.27961181545932834,-0.47454519624983954,-0.4736736092984604,349239,-0.47400492578514347,,C
286,286,286,287,1,3,"de Mulder, Mr. Theodore",0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,345774,-0.45714212526638004,,S
287,287,287,288,0,3,"Naidenoff, Mr. Penko",0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,349206,-0.4894421904510968,,S
288,288,288,289,1,2,"Hosono, Mr. Masabumi",0,0.9712604053509489,-0.47454519624983954,-0.4736736092984604,237798,-0.3866707201133388,,S
289,289,289,290,1,3,"Connolly, Miss. Kate",1,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,370373,-0.49237782784290063,,Q
290,290,290,291,1,1,"Barber, Miss. Ellen ""Nellie""",1,-0.2583370877897099,-0.47454519624983954,-0.4736736092984604,19877,0.9391984311231651,,S
291,291,291,292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",1,-0.7962859910387481,0.4327933656785018,-0.4736736092984604,11967,1.1854295476653287,B49,C
292,292,292,293,0,2,"Levy, Mr. Rene Jacques",0,0.5101613454232019,-0.47454519624983954,-0.4736736092984604,SC/Paris 2163,-0.3891875560116617,D,C
293,293,293,294,0,3,"Haas, Miss. Aloisia",1,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,349236,-0.4702296719376591,,S
294,294,294,295,0,3,"Mineff, Mr. Ivan",0,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,349233,-0.4894421904510968,,S
295,295,295,296,0,1,"Lewy, Mr. Ervin G",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,PC 17612,-0.09027201697708476,,C
296,296,296,297,0,3,"Hanna, Mr. Mansour",0,-0.45046169609293785,-0.47454519624983954,-0.4736736092984604,2693,-0.5028639729296732,,C
297,297,297,298,0,1,"Allison, Miss. Helen Loraine",1,-2.1027333275006983,0.4327933656785018,2.0089333664952354,113781,2.4029901895877646,C22 C26,S
298,298,298,299,1,1,"Saalfeld, Mr. Adolphe",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,19988,-0.034313694348132716,C106,S
299,299,299,300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",1,1.5860591519212783,-0.47454519624983954,0.7676298785983874,PC 17558,4.335332226633905,B58 B60,C
300,300,300,301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,9234,-0.49237782784290063,,Q
301,301,301,302,1,3,"McCoy, Mr. Bernard",0,-0.10463740114712752,1.340131927606843,-0.4736736092984604,367226,-0.18029017645086096,,Q
302,302,302,303,0,3,"Johnson, Mr. William Cahoone Jr",0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,LINE,-0.6484216535389205,,S
303,303,303,304,1,2,"Keane, Miss. Nora A",1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,226593,-0.3997582667846179,E101,Q
304,304,304,305,0,3,"Williams, Mr. Howard Hugh ""Harry""",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,A/5 2466,-0.4863374216869257,,S
305,305,305,306,1,1,"Allison, Master. Hudson Trevor",0,-2.1857311582876924,0.4327933656785018,2.0089333664952354,113781,2.4029901895877646,C22 C26,S
306,306,306,307,1,1,"Fleming, Miss. Margaret",1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,17421,1.5841789061771412,,C
307,307,307,308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",1,-0.9499856776813305,0.4327933656785018,-0.4736736092984604,PC 17758,1.5442457810799908,C65,C
308,308,308,309,0,2,"Abelson, Mr. Samuel",0,0.04906228549545483,0.4327933656785018,-0.4736736092984604,P/PP 3381,-0.16518916106092355,,C
309,309,309,310,1,1,"Francatelli, Miss. Laura Mabel",1,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,PC 17485,0.49782998024351216,E36,C
310,310,310,311,1,1,"Hays, Miss. Margaret Bechstein",1,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,11767,1.0259447039291216,C54,C
311,311,311,312,1,1,"Ryerson, Miss. Emily Borie",1,-0.8731358343600393,1.340131927606843,2.0089333664952354,PC 17608,4.634416897040849,B57 B59 B63 B66,C
312,312,312,313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",1,-0.2583370877897099,0.4327933656785018,0.7676298785983874,250651,-0.12491978668775715,,S
313,313,313,314,0,3,"Hendekovic, Mr. Ignjac",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,349243,-0.4894421904510968,,S
314,314,314,315,0,2,"Hart, Mr. Benjamin",0,1.0481102486722402,0.4327933656785018,0.7676298785983874,F.C.C. 13529,-0.11988611489111134,,S
315,315,315,316,1,3,"Nilsson, Miss. Helmina Josefina",1,-0.2583370877897099,-0.47454519624983954,-0.4736736092984604,347470,-0.4902797934380587,,S
316,316,316,317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",1,-0.41203677443229225,0.4327933656785018,-0.4736736092984604,244367,-0.12491978668775715,,S
317,317,317,318,0,2,"Moraweck, Dr. Ernest",0,1.893458525206443,-0.47454519624983954,-0.4736736092984604,29011,-0.36653603292675563,,S
318,318,318,319,1,1,"Wick, Miss. Mary Natalie",1,0.12591212881674602,-0.47454519624983954,2.0089333664952354,36928,2.671117778445337,C7,S
319,319,319,320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",1,0.8175607187083667,0.4327933656785018,0.7676298785983874,16966,2.059693773056521,E34,C
320,320,320,321,0,3,"Dennis, Mr. Samuel",0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,A/5 21172,-0.5024451714361923,,S
321,321,321,322,0,3,"Danoff, Mr. Yoto",0,-0.1814872444684187,-0.47454519624983954,-0.4736736092984604,349219,-0.4894421904510968,,S
322,322,322,323,1,2,"Slayter, Miss. Hilda Mary",1,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,234818,-0.3997582667846179,,Q
323,323,323,324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",1,-0.5657364610748746,0.4327933656785018,0.7676298785983874,248738,-0.06451572512800753,,S
324,324,324,325,0,3,"Sage, Mr. George John Jr",0,-0.10463740114712752,6.784163299176891,2.0089333664952354,CA. 2343,0.7519458402879414,,S
325,325,325,326,1,1,"Young, Miss. Marie Grice",1,0.5101613454232019,-0.47454519624983954,-0.4736736092984604,PC 17760,2.0825124140450755,C32,C
326,326,326,327,0,3,"Nysveen, Mr. Johan Hansen",0,2.4314074284554814,-0.47454519624983954,-0.4736736092984604,345364,-0.5228315422126077,,S
327,327,327,328,1,2,"Ball, Mrs. (Ada E Hall)",1,0.5101613454232019,-0.47454519624983954,-0.4736736092984604,28551,-0.3866707201133388,D,S
328,328,328,329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",1,0.12591212881674602,0.4327933656785018,0.7676298785983874,363291,-0.2351571990343002,,S
329,329,329,330,1,1,"Hippach, Miss. Jean Gertrude",1,-1.0268355210026217,-0.47454519624983954,0.7676298785983874,111361,0.5189714017894245,B18,C
330,330,330,331,1,3,"McCoy, Miss. Agnes",1,-0.10463740114712752,1.340131927606843,-0.4736736092984604,367226,-0.18029017645086096,,Q
331,331,331,332,0,1,"Partner, Mr. Austen",0,1.2402348569754682,-0.47454519624983954,-0.4736736092984604,113043,-0.07458306872129913,C124,S
332,332,332,333,0,1,"Graham, Mr. George Edward",0,0.6638610320657843,-0.47454519624983954,0.7676298785983874,PC 17582,2.441497778832105,C91,S
333,333,333,334,0,3,"Vander Planke, Mr. Leo Edmondus",0,-1.0268355210026217,1.340131927606843,-0.4736736092984604,345764,-0.2859972841804228,,S
334,334,334,335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,PC 17611,2.042579288947925,,S
335,335,335,336,0,3,"Denkoff, Mr. Mitto",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,349225,-0.4894421904510968,,S
336,336,336,337,0,1,"Pears, Mr. Thomas Clinton",0,-0.027787557825836348,0.4327933656785018,-0.4736736092984604,113776,0.6925485130875209,C2,S
337,337,337,338,1,1,"Burns, Miss. Elizabeth Margaret",1,0.8944105620296577,-0.47454519624983954,-0.4736736092984604,16966,2.059693773056521,E40,C
338,338,338,339,1,3,"Dahl, Mr. Karl Edwart",0,1.2018099353148226,-0.47454519624983954,-0.4736736092984604,7598,-0.4863374216869257,,S
339,339,339,340,0,1,"Blackwell, Mr. Stephen Weart",0,1.2018099353148226,-0.47454519624983954,-0.4736736092984604,113784,0.06635974158478332,T,S
340,340,340,341,1,2,"Navratil, Master. Edmond Roger",0,-2.1027333275006983,0.4327933656785018,0.7676298785983874,230080,-0.12491978668775715,F2,S
341,341,341,342,1,1,"Fortune, Miss. Alice Elizabeth",1,-0.41203677443229225,2.2474704895351842,2.0089333664952354,19950,4.647001076532463,C23 C25 C27,S
342,342,342,343,0,2,"Collander, Mr. Erik Gustaf",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,248740,-0.3866707201133388,,S
343,343,343,344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",0,-0.33518693111100106,-0.47454519624983954,-0.4736736092984604,244361,-0.3866707201133388,,S
344,344,344,345,0,2,"Fox, Mr. Stanley Hubert",0,0.5101613454232019,-0.47454519624983954,-0.4736736092984604,229236,-0.3866707201133388,,S
345,345,345,346,1,2,"Brown, Miss. Amelia ""Mildred""",1,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,248733,-0.3866707201133388,F33,S
346,346,346,347,1,2,"Smith, Miss. Marion Elsie",1,0.8175607187083667,-0.47454519624983954,-0.4736736092984604,31418,-0.3866707201133388,,S
347,347,347,348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,386525,-0.32425318983493084,,S
